persona,user_id,age,is_urban,is_weekend_rider,is_rain_rider,is_airport_trip,is_rush_hour,payment_type,passenger_count,monthly_rides_history,recency_days,preferred_hour,Y0,Y1,ite_realized,cate_true,treatment_rand,Y_rand,treatment_obs,propensity_true,Y_obs,avg_fare_per_trip,gross_revenue_30d,discount_cost_30d,net_contribution,y_obs,fare_rand
Urban Regulars,5508,28,1,0,0,0,1,2,2,8,5,19,21,23,2,0.1148,1,23,1,0.745548,23,27.22,626.06,69.0,369.24,23,626.06
Suburban Card,5509,36,0,0,0,0,0,1,1,0,14,16,0,0,0,1.9141,1,0,1,0.10511,0,37.43,0.0,0.0,0.0,0,0.0
Urban Regulars,5510,29,1,0,0,0,1,2,1,10,7,7,0,10,10,0.2364,0,0,1,0.740667,10,21.6,0.0,0.0,0.0,0,0.0
Rain Riders,5511,24,1,0,1,0,1,2,2,2,3,17,14,4,-10,0.3925,0,14,0,0.303952,14,17.55,245.7,0.0,171.99,14,245.7
Rain Riders,5512,27,1,0,1,0,1,2,1,3,4,18,10,10,0,0.1756,0,10,0,0.308818,10,15.97,159.7,0.0,111.79,10,159.7
Urban Regulars,5513,33,1,0,0,0,1,2,1,5,4,17,19,6,-13,0.3004,0,19,0,0.607057,19,14.62,277.78,0.0,194.45,19,277.78
Urban Regulars,5514,23,1,0,0,0,0,2,1,7,4,15,10,12,2,0.971,1,12,1,0.945298,12,9.25,111.0,16.65,61.05,12,111.0
Rain Riders,5515,19,1,0,1,0,0,2,3,14,2,22,13,23,10,0.5035,1,23,1,0.937444,23,6.14,141.22,21.18,77.67,23,141.22
Suburban Card,5516,34,0,1,0,0,1,1,1,0,8,19,5,13,8,1.2639,0,5,0,0.046828,5,22.58,112.9,0.0,79.03,5,112.9
Urban Regulars,5517,29,1,1,0,0,0,1,1,4,10,21,2,10,8,1.5071,0,2,1,0.816601,10,31.3,62.6,0.0,43.82,2,62.6
Rain Riders,5518,29,1,0,1,0,0,2,1,1,5,15,10,6,-4,1.7965,1,6,0,0.445059,10,18.04,108.24,16.24,59.53,6,108.24
Urban Regulars,5519,22,1,1,0,0,1,2,1,2,9,8,9,18,9,0.2743,0,9,1,0.497902,18,22.02,198.18,0.0,138.73,9,198.18
Airport Business,5520,23,1,0,0,1,0,2,1,2,4,13,4,15,11,0.5084,0,4,0,0.864076,4,42.26,169.04,0.0,118.33,4,169.04
Urban Regulars,5521,33,1,1,0,0,0,2,1,4,5,21,19,11,-8,1.0619,1,11,1,0.840914,11,11.16,122.76,18.41,67.52,11,122.76
Urban Regulars,5522,33,1,1,0,0,1,2,2,2,5,18,7,0,-7,0.2359,1,0,0,0.411981,7,7.96,0.0,0.0,0.0,0,0.0
Urban Regulars,5523,27,1,0,0,0,0,2,1,7,4,22,25,17,-8,0.7926,0,25,1,0.930931,17,11.25,281.25,0.0,196.88,25,281.25
Suburban Cash,5524,35,0,1,0,0,0,2,1,0,20,21,0,5,5,1.5333,0,0,0,0.070197,0,14.25,0.0,0.0,0.0,0,0.0
Rain Riders,5525,23,1,0,1,0,0,2,3,5,4,22,7,22,15,1.1643,0,7,1,0.795156,22,8.84,61.88,0.0,43.32,7,61.88
Suburban Cash,5526,25,0,1,0,0,0,2,1,4,14,4,0,9,9,1.0924,0,0,1,0.545556,9,13.01,0.0,0.0,0.0,0,0.0
Urban Regulars,5527,21,1,0,0,0,0,2,2,0,3,0,0,0,0,0.949,1,0,1,0.71864,0,17.9,0.0,0.0,0.0,0,0.0
Rain Riders,5528,22,1,1,1,0,1,2,1,2,5,17,6,12,6,0.205,0,6,0,0.294772,6,9.12,54.72,0.0,38.3,6,54.72
Suburban Card,5529,35,0,1,0,0,1,1,1,1,23,7,0,0,0,1.3146,0,0,0,0.025856,0,59.37,0.0,0.0,0.0,0,0.0
Suburban Cash,5530,32,0,0,1,0,0,2,1,1,10,13,6,0,-6,0.9708,0,6,0,0.114016,6,53.1,318.6,0.0,223.02,6,318.6
Urban Regulars,5531,28,1,0,0,0,0,2,1,0,3,21,4,6,2,2.2062,1,6,1,0.623116,6,17.92,107.52,16.13,59.13,6,107.52
Suburban Cash,5532,33,0,0,0,0,1,2,1,0,15,18,7,7,0,0.8587,1,7,0,0.028214,7,32.35,226.45,21.0,137.51,7,226.45
Urban Regulars,5533,23,1,0,0,0,1,2,1,15,6,9,30,10,-20,0.0796,0,30,1,0.86856,10,19.9,597.0,0.0,417.9,30,597.0
Urban Regulars,5534,29,1,1,0,0,0,2,1,9,5,13,11,9,-2,0.7555,1,9,1,0.932157,9,9.55,85.95,12.89,47.28,9,85.95
Suburban Cash,5535,43,0,0,0,0,0,2,1,0,11,20,5,6,1,1.0402,0,5,0,0.089109,5,9.8,49.0,0.0,34.3,5,49.0
Suburban Cash,5536,26,0,1,1,0,1,2,3,3,12,17,0,0,0,0.8265,0,0,0,0.066678,0,24.82,0.0,0.0,0.0,0,0.0
Urban Regulars,5537,27,1,1,0,0,0,2,1,4,3,14,10,0,-10,0.8917,1,0,1,0.900777,0,13.04,0.0,0.0,0.0,0,0.0
Suburban Cash,5538,38,0,1,0,0,0,2,2,0,7,2,0,0,0,1.5681,0,0,1,0.157383,0,24.78,0.0,0.0,0.0,0,0.0
Urban Regulars,5539,33,1,1,0,0,0,2,1,2,2,15,0,35,35,1.0809,1,35,1,0.801592,35,14.72,515.2,77.28,283.36,35,515.2
Urban Regulars,5540,29,1,0,0,0,1,1,1,17,5,19,35,8,-27,0.3118,0,35,1,0.848077,8,14.13,494.55,0.0,346.18,35,494.55
Suburban Card,5541,27,0,0,0,0,1,1,1,4,11,7,5,4,-1,0.5859,0,5,1,0.233352,4,26.72,133.6,0.0,93.52,5,133.6
Urban Regulars,5542,21,1,0,0,0,1,2,1,2,1,17,9,7,-2,0.151,1,7,1,0.673903,7,35.41,247.87,21.0,152.51,7,247.87
Urban Regulars,5543,26,1,0,0,0,1,2,1,3,5,17,19,0,-19,0.1736,1,0,1,0.592055,0,24.98,0.0,0.0,0.0,0,0.0
Urban Regulars,5544,26,1,0,0,0,1,2,1,5,6,19,21,6,-15,0.1473,1,6,1,0.668598,6,8.42,50.52,7.58,27.78,6,50.52
Rain Riders,5545,33,1,0,1,0,0,2,3,13,3,14,12,18,6,0.7498,1,18,1,0.843284,18,15.09,271.62,40.74,149.39,18,271.62
Urban Regulars,5546,25,1,1,0,0,0,2,1,1,5,22,2,8,6,1.2849,0,2,1,0.773447,8,13.68,27.36,0.0,19.15,2,27.36
Suburban Cash,5547,26,0,1,0,0,1,2,3,3,14,18,6,1,-5,0.7876,0,6,0,0.167017,6,66.79,400.74,0.0,280.52,6,400.74
Suburban Card,5548,28,0,0,0,0,0,1,3,9,11,15,5,5,0,0.8574,1,5,1,0.722141,5,9.33,46.65,7.0,25.65,5,46.65
Suburban Cash,5549,36,0,0,0,0,0,2,1,3,17,11,0,7,7,0.6056,0,0,1,0.272831,7,40.48,0.0,0.0,0.0,0,0.0
Rain Riders,5550,27,1,0,1,0,1,2,1,11,2,8,5,15,10,0.1545,1,15,1,0.618341,15,30.18,452.7,45.0,271.89,15,452.7
Urban Regulars,5551,26,1,0,0,0,0,2,1,6,2,23,23,12,-11,0.8139,0,23,1,0.936737,12,11.67,268.41,0.0,187.89,23,268.41
Urban Regulars,5552,33,1,0,0,0,1,2,1,6,2,19,7,14,7,0.0971,1,14,0,0.681389,7,12.65,177.1,26.56,97.41,14,177.1
Urban Regulars,5553,20,1,1,0,0,1,2,2,0,3,9,2,15,13,0.3124,0,2,0,0.377508,2,37.35,74.7,0.0,52.29,2,74.7
Urban Regulars,5554,32,1,1,0,0,0,2,3,5,3,4,7,10,3,0.3343,1,10,1,0.889053,10,10.07,100.7,15.1,55.39,10,100.7
Suburban Cash,5555,20,0,1,0,0,1,2,2,7,6,8,13,3,-10,0.38,1,3,0,0.536125,13,67.31,201.93,9.0,132.35,3,201.93
Suburban Cash,5556,39,0,1,0,0,1,2,2,0,9,9,1,2,1,1.1855,1,2,0,0.032046,1,52.26,104.52,6.0,67.16,2,104.52
Urban Regulars,5557,28,1,0,0,0,1,2,1,18,8,19,11,20,9,0.2057,1,20,1,0.829883,20,17.64,352.8,52.92,194.04,20,352.8
Urban Regulars,5558,27,1,0,0,0,1,2,1,5,4,9,11,9,-2,0.1256,1,9,1,0.691631,9,21.1,189.9,27.0,105.93,9,189.9
Suburban Cash,5559,34,0,0,0,0,1,2,1,0,8,8,0,0,0,0.561,0,0,0,0.046828,0,58.96,0.0,0.0,0.0,0,0.0
Urban Regulars,5560,31,1,0,0,0,0,2,2,3,6,21,9,21,12,1.0842,1,21,0,0.814237,9,31.35,658.35,63.0,397.84,21,658.35
Suburban Card,5561,26,0,0,0,0,1,1,4,3,15,18,6,0,-6,0.8641,1,0,1,0.155653,0,18.48,0.0,0.0,0.0,0,0.0
Rain Riders,5562,30,1,0,1,0,0,2,1,2,4,10,8,8,0,1.1801,0,8,1,0.553454,8,30.12,240.96,0.0,168.67,8,240.96
Rain Riders,5563,31,1,0,1,0,0,1,1,3,5,10,1,5,4,1.3951,0,1,1,0.589476,5,11.07,11.07,0.0,7.75,1,11.07
Urban Regulars,5564,27,1,1,0,0,1,2,2,2,2,9,13,5,-8,0.1632,0,13,0,0.566865,13,26.33,342.29,0.0,239.6,13,342.29
Suburban Cash,5565,29,0,0,1,0,1,2,1,0,16,8,0,0,0,1.1203,1,0,0,0.010203,0,22.68,0.0,0.0,0.0,0,0.0
Rain Riders,5566,21,1,0,1,0,0,2,1,8,10,14,9,11,2,0.8858,0,9,1,0.800568,11,20.9,188.1,0.0,131.67,9,188.1
Suburban Cash,5567,62,0,0,0,0,0,2,1,0,5,10,3,3,0,0.9615,0,3,0,0.047381,3,25.58,76.74,0.0,53.72,3,76.74
Urban Regulars,5568,28,1,1,0,0,1,2,1,1,1,9,12,3,-9,0.4628,0,12,0,0.469426,12,11.45,137.4,0.0,96.18,12,137.4
Urban Regulars,5569,21,1,0,0,0,0,2,1,2,5,14,2,3,1,1.412,1,3,1,0.868735,3,40.56,121.68,9.0,76.18,3,121.68
Suburban Cash,5570,27,0,0,0,0,1,2,1,4,14,18,9,8,-1,0.5438,1,8,0,0.191307,9,48.08,384.64,24.0,245.25,8,384.64
Urban Regulars,5571,25,1,0,0,0,0,1,1,3,6,11,10,14,4,1.3367,0,10,0,0.864195,10,19.36,193.6,0.0,135.52,10,193.6
Urban Regulars,5572,32,1,0,0,0,0,2,2,7,1,16,24,17,-7,0.3372,0,24,1,0.927065,17,5.46,131.04,0.0,91.73,24,131.04
Urban Regulars,5573,23,1,0,0,0,0,2,1,5,5,10,17,7,-10,0.9526,0,17,1,0.922175,7,10.85,184.45,0.0,129.11,17,184.45
Suburban Card,5574,29,0,0,0,0,0,1,2,9,9,22,0,18,18,0.5684,1,18,1,0.742884,18,27.46,494.28,54.0,292.0,18,494.28
Urban Regulars,5575,31,1,0,0,0,1,2,1,7,0,9,20,26,6,0.0758,1,26,0,0.766493,20,6.56,170.56,25.58,93.81,26,170.56
Airport Business,5576,25,1,1,0,1,0,2,1,5,2,13,11,27,16,0.107,1,27,1,0.930865,27,47.99,1295.73,81.0,826.01,27,1295.73
Suburban Cash,5577,33,0,0,0,0,0,2,1,0,13,16,0,0,0,1.0867,0,0,1,0.133395,0,13.3,0.0,0.0,0.0,0,0.0
Suburban Cash,5578,25,0,0,0,0,1,2,4,4,11,9,0,9,9,0.3764,1,9,0,0.256314,0,19.19,172.71,25.91,94.99,9,172.71
Suburban Cash,5579,26,0,0,0,0,0,2,1,0,14,13,8,5,-3,1.0598,0,8,0,0.179409,8,32.57,260.56,0.0,182.39,8,260.56
Suburban Card,5580,26,0,0,0,0,0,1,1,0,11,23,5,9,4,1.9287,0,5,0,0.219548,5,23.88,119.4,0.0,83.58,5,119.4
Suburban Card,5581,32,0,0,0,0,0,1,3,3,15,16,0,0,0,1.3489,0,0,0,0.362684,0,40.99,0.0,0.0,0.0,0,0.0
Urban Regulars,5582,27,1,1,0,0,1,1,2,4,6,17,6,22,16,0.8209,0,6,1,0.611549,22,21.78,130.68,0.0,91.48,6,130.68
Urban Regulars,5583,28,1,0,0,0,1,2,4,3,7,18,8,4,-4,0.2023,1,4,1,0.52003,4,22.53,90.12,12.0,51.08,4,90.12
Suburban Cash,5584,42,0,0,0,0,1,2,1,1,11,18,4,2,-2,0.621,0,4,0,0.044971,4,15.17,60.68,0.0,42.48,4,60.68
Suburban Cash,5585,29,0,1,0,0,0,2,1,1,16,22,0,0,0,1.4652,1,0,0,0.237203,0,7.68,0.0,0.0,0.0,0,0.0
Suburban Cash,5586,24,0,0,0,0,1,2,2,0,10,8,0,3,3,0.6432,1,3,0,0.071756,0,63.5,190.5,9.0,124.35,3,190.5
Urban Regulars,5587,31,1,0,0,0,1,2,2,2,2,17,3,9,6,0.2355,0,3,1,0.505135,9,19.33,57.99,0.0,40.59,3,57.99
Urban Regulars,5588,28,1,0,0,0,1,2,1,3,3,9,5,4,-1,0.1486,1,4,0,0.602582,5,14.4,57.6,8.64,31.68,4,57.6
Airport Business,5589,30,1,1,0,1,1,2,1,4,4,18,14,23,9,0.1405,0,14,0,0.607178,14,71.82,1005.48,0.0,703.84,14,1005.48
Suburban Cash,5590,34,0,1,0,0,0,2,2,4,18,16,0,9,9,1.1997,1,9,1,0.329037,9,35.12,316.08,27.0,194.26,9,316.08
Rain Riders,5591,25,1,0,1,0,0,2,1,0,7,14,5,8,3,2.168,0,5,0,0.300088,5,13.83,69.15,0.0,48.4,5,69.15
Suburban Cash,5592,29,0,0,0,0,1,2,2,0,12,17,0,7,7,0.6744,0,0,0,0.045707,0,114.65,0.0,0.0,0.0,0,0.0
Urban Regulars,5593,24,1,1,0,0,0,2,2,4,10,14,8,16,8,1.2492,0,8,1,0.858654,16,5.12,40.96,0.0,28.67,8,40.96
Urban Regulars,5594,34,1,0,0,0,1,2,1,2,3,18,17,7,-10,0.6943,0,17,0,0.437853,17,8.9,151.3,0.0,105.91,17,151.3
Urban Regulars,5595,40,1,0,0,0,1,2,2,4,4,9,16,16,0,0.2846,1,16,0,0.453666,16,25.57,409.12,48.0,238.38,16,409.12
Suburban Cash,5596,37,0,0,0,0,0,2,1,2,17,6,1,3,2,0.9722,1,3,0,0.208209,1,24.06,72.18,9.0,41.53,3,72.18
Suburban Card,5597,31,0,0,0,0,1,1,1,0,13,8,0,2,2,0.7945,1,2,0,0.037435,0,19.83,39.66,5.95,21.81,2,39.66
Urban Regulars,5598,24,1,0,0,0,0,2,2,11,2,14,21,19,-2,0.5683,1,19,1,0.966719,19,10.57,200.83,30.12,110.46,19,200.83
Urban Regulars,5599,29,1,0,0,0,1,2,1,5,4,8,13,42,29,0.1256,0,13,1,0.664517,42,18.12,235.56,0.0,164.89,13,235.56
Urban Regulars,5600,22,1,1,0,0,0,2,1,7,5,10,6,7,1,0.7513,0,6,1,0.944155,7,14.55,87.3,0.0,61.11,6,87.3
Urban Regulars,5601,29,1,1,0,0,0,2,2,5,5,20,19,8,-11,0.8047,1,8,1,0.890852,8,6.73,53.84,8.08,29.61,8,53.84
Airport Business,5602,24,1,1,0,1,0,2,2,3,5,22,5,15,10,0.1736,1,15,1,0.880454,15,56.68,850.2,45.0,550.14,15,850.2
Suburban Card,5603,21,0,1,0,0,0,1,3,0,11,23,2,0,-2,2.199,1,0,0,0.277351,2,15.29,0.0,0.0,0.0,0,0.0
Suburban Card,5604,47,0,0,0,0,0,1,2,1,12,10,10,8,-2,1.3538,1,8,0,0.12451,10,30.38,243.04,24.0,146.13,8,243.04
Urban Regulars,5605,31,1,0,0,0,1,2,1,1,3,8,7,10,3,0.2215,1,10,1,0.382988,10,9.89,98.9,14.84,54.39,10,98.9
Rain Riders,5606,22,1,0,1,0,0,2,1,3,3,22,8,17,9,0.875,0,8,1,0.7482,17,14.1,112.8,0.0,78.96,8,112.8
Urban Regulars,5607,32,1,0,0,0,1,2,1,0,2,19,0,0,0,0.2932,1,0,0,0.238355,0,28.88,0.0,0.0,0.0,0,0.0
Urban Regulars,5608,24,1,0,0,0,1,2,1,0,4,9,9,18,9,1.0398,0,9,1,0.303076,18,14.77,132.93,0.0,93.05,9,132.93
Urban Regulars,5609,32,1,0,0,0,0,2,1,0,5,15,4,13,9,2.1662,1,13,1,0.521543,13,22.73,295.49,39.0,167.84,13,295.49
Suburban Cash,5610,32,0,0,0,0,1,2,1,4,14,7,13,5,-8,0.4531,1,5,0,0.14777,13,52.93,264.65,15.0,170.25,5,264.65
Urban Regulars,5611,27,1,0,0,0,0,2,2,1,2,20,4,8,4,1.5357,1,8,1,0.795055,8,9.37,74.96,11.24,41.23,8,74.96
Suburban Card,5612,33,0,1,0,0,0,1,2,5,15,20,5,7,2,1.2961,1,7,0,0.447083,5,20.19,141.33,21.0,77.93,7,141.33
Urban Regulars,5613,27,1,0,0,0,0,1,1,6,3,14,12,5,-7,1.171,1,5,1,0.927503,5,10.98,54.9,8.24,30.19,5,54.9
Suburban Cash,5614,27,0,1,0,0,1,2,1,0,6,19,3,6,3,1.2632,1,6,1,0.082387,6,28.86,173.16,18.0,103.21,6,173.16
Suburban Card,5615,47,0,0,0,0,1,1,1,0,10,9,0,11,11,1.1545,0,0,0,0.01818,0,23.53,0.0,0.0,0.0,0,0.0
Urban Regulars,5616,30,1,0,0,0,0,2,1,0,4,21,0,11,11,1.9521,1,11,1,0.5731,11,8.25,90.75,13.61,49.92,11,90.75
Urban Regulars,5617,23,1,0,0,0,1,2,1,4,3,7,18,12,-6,0.1406,1,12,1,0.722002,12,33.24,398.88,36.0,243.22,12,398.88
Suburban Cash,5618,29,0,0,0,0,1,2,1,4,16,19,0,0,0,0.3973,0,0,1,0.150097,0,27.71,0.0,0.0,0.0,0,0.0
Suburban Cash,5619,47,0,1,1,1,0,2,1,1,12,0,1,4,3,0.5302,0,1,0,0.041076,1,77.42,77.42,0.0,54.19,1,77.42
Urban Regulars,5620,22,1,0,0,0,1,2,1,8,4,8,15,6,-9,0.1055,0,15,1,0.822274,6,25.65,384.75,0.0,269.32,15,384.75
Urban Regulars,5621,29,1,0,0,0,1,2,2,5,5,9,0,17,17,0.2453,0,0,1,0.645535,17,31.71,0.0,0.0,0.0,0,0.0
Urban Regulars,5622,23,1,0,0,0,1,2,1,8,2,18,15,12,-3,0.0828,1,12,1,0.837226,12,32.13,385.56,36.0,233.89,12,385.56
Suburban Cash,5623,28,0,1,0,0,0,2,3,0,15,0,0,0,0,1.3989,1,0,0,0.150761,0,12.24,0.0,0.0,0.0,0,0.0
Suburban Card,5624,32,0,0,0,0,0,1,2,5,9,22,4,6,2,0.9772,0,4,1,0.587534,6,24.35,97.4,0.0,68.18,4,97.4
Rain Riders,5625,29,1,0,1,0,0,2,1,9,1,13,11,4,-7,0.8608,0,11,1,0.852755,4,15.29,168.19,0.0,117.73,11,168.19
Suburban Cash,5626,33,0,1,0,0,1,2,1,0,15,19,4,0,-4,1.2826,1,0,0,0.028214,4,42.78,0.0,0.0,0.0,0,0.0
Suburban Cash,5627,26,0,1,0,0,1,2,2,0,10,19,0,0,0,0.977,1,0,0,0.063907,0,7.55,0.0,0.0,0.0,0,0.0
Suburban Cash,5628,46,0,1,0,0,0,2,1,3,6,21,5,1,-4,0.9427,0,5,1,0.336835,1,29.4,147.0,0.0,102.9,5,147.0
Urban Regulars,5629,30,1,0,0,0,0,2,1,8,4,23,19,30,11,0.7174,1,30,1,0.926543,30,5.8,174.0,26.1,95.7,30,174.0
Rain Riders,5630,33,1,1,1,0,1,2,1,8,2,18,17,23,6,0.0881,1,23,1,0.454228,23,31.28,719.44,69.0,434.61,23,719.44
Rain Riders,5631,26,1,0,1,0,0,2,1,3,2,22,18,19,1,0.9201,1,19,1,0.715962,19,9.21,174.99,26.25,96.24,19,174.99
Urban Regulars,5632,31,1,0,0,0,0,2,1,8,1,16,0,21,21,0.3277,0,0,0,0.938468,0,9.44,0.0,0.0,0.0,0,0.0
Urban Regulars,5633,33,1,0,0,0,1,2,2,4,4,9,2,13,11,0.1405,1,13,0,0.561946,2,16.36,212.68,31.9,116.98,13,212.68
Urban Regulars,5634,28,1,0,0,0,0,2,1,1,3,10,5,5,0,1.2218,0,5,1,0.770213,5,33.88,169.4,0.0,118.58,5,169.4
Urban Regulars,5635,28,1,1,0,0,0,2,1,6,1,15,2,11,9,0.5481,1,11,0,0.934309,2,6.09,66.99,10.05,36.84,11,66.99
Suburban Card,5636,36,0,0,0,0,1,1,1,8,9,19,10,9,-1,0.511,1,9,0,0.272625,10,43.09,387.81,27.0,244.47,9,387.81
Rain Riders,5637,29,1,0,1,0,0,2,1,1,1,12,9,9,0,1.7756,1,9,1,0.528823,9,14.55,130.95,19.64,72.02,9,130.95
Suburban Card,5638,35,0,0,0,0,0,1,1,0,5,22,0,4,4,1.6669,0,0,0,0.210255,0,20.53,0.0,0.0,0.0,0,0.0
Urban Regulars,5639,31,1,1,0,0,1,2,1,2,5,17,0,4,4,0.205,1,4,1,0.442378,4,23.84,95.36,12.0,54.75,4,95.36
Rain Riders,5640,26,1,0,1,0,1,2,1,4,6,18,18,5,-13,0.5436,1,5,0,0.33536,18,19.55,97.75,14.66,53.76,5,97.75
Urban Regulars,5641,35,1,1,0,0,1,2,1,2,5,8,5,14,9,0.2582,1,14,0,0.382241,5,18.04,252.56,37.88,138.91,14,252.56
Suburban Cash,5642,22,0,1,0,0,1,2,1,2,15,9,7,4,-3,0.6818,0,7,0,0.149858,7,82.32,576.24,0.0,403.37,7,576.24
Suburban Cash,5643,38,0,0,0,0,1,2,4,0,11,18,6,1,-5,0.4506,0,6,0,0.028919,6,21.08,126.48,0.0,88.54,6,126.48
Rain Riders,5644,35,1,0,1,0,1,2,1,10,6,8,30,8,-22,0.2472,1,8,0,0.391898,30,22.77,182.16,24.0,103.51,8,182.16
Suburban Cash,5645,29,0,0,0,0,0,2,1,1,13,15,3,0,-3,1.271,1,0,1,0.28577,0,17.3,0.0,0.0,0.0,0,0.0
Rain Riders,5646,25,1,0,1,0,0,2,1,5,2,20,9,25,16,1.0071,0,9,0,0.802193,9,13.18,118.62,0.0,83.03,9,118.62
Urban Regulars,5647,35,1,0,0,0,1,2,2,9,5,9,15,5,-10,0.1851,0,15,0,0.678634,15,19.97,299.55,0.0,209.68,15,299.55
Urban Regulars,5648,30,1,0,0,0,1,2,2,2,5,17,8,13,5,0.5448,1,13,0,0.457755,8,8.49,110.37,16.56,60.7,13,110.37
Rain Riders,5649,31,1,0,1,0,0,2,3,9,2,21,10,17,7,0.5117,0,10,1,0.824638,17,11.31,113.1,0.0,79.17,10,113.1
Urban Regulars,5650,26,1,0,0,0,1,2,1,3,4,19,7,11,4,0.1607,0,7,1,0.61218,11,30.25,211.75,0.0,148.22,7,211.75
Suburban Card,5651,31,0,0,0,0,0,1,1,0,15,22,0,5,5,1.7367,0,0,0,0.128415,0,18.59,0.0,0.0,0.0,0,0.0
Urban Regulars,5652,26,1,0,0,0,0,2,1,4,4,23,2,17,15,1.1171,1,17,1,0.898803,17,17.61,299.37,44.91,164.65,17,299.37
Urban Regulars,5653,26,1,1,0,0,0,2,1,3,4,11,22,18,-4,1.2874,1,18,1,0.876152,18,13.35,240.3,36.04,132.17,18,240.3
Urban Regulars,5654,26,1,0,0,0,0,1,1,15,6,14,14,36,22,0.7637,1,36,1,0.960905,36,16.13,580.68,87.1,319.38,36,580.68
Urban Regulars,5655,30,1,1,0,0,0,2,1,3,6,14,17,0,-17,1.2091,1,0,1,0.823452,0,28.79,0.0,0.0,0.0,0,0.0
Urban Regulars,5656,26,1,0,0,0,1,2,1,8,4,19,22,15,-7,0.1165,1,15,1,0.78301,15,16.76,251.4,37.71,138.27,15,251.4
Suburban Cash,5657,26,0,0,0,0,1,2,3,2,10,7,0,0,0,0.5467,1,0,1,0.173051,0,18.22,0.0,0.0,0.0,0,0.0
Suburban Card,5658,44,0,1,1,0,1,1,1,3,15,17,0,0,0,1.0508,0,0,0,0.017822,0,70.86,0.0,0.0,0.0,0,0.0
Airport Business,5659,24,1,0,0,1,0,2,1,4,2,10,12,11,-1,0.2699,1,11,0,0.922464,12,46.19,508.09,33.0,322.66,11,508.09
Suburban Card,5660,30,0,0,0,0,1,1,1,1,11,18,2,7,5,0.9876,0,2,0,0.090289,2,38.55,77.1,0.0,53.97,2,77.1
Urban Regulars,5661,22,1,1,0,0,0,2,2,0,2,22,3,16,13,2.0894,0,3,1,0.723044,16,13.16,39.48,0.0,27.64,3,39.48
Urban Regulars,5662,28,1,0,0,0,1,2,3,4,4,7,13,13,0,0.1941,0,13,1,0.63639,13,30.08,391.04,0.0,273.73,13,391.04
Urban Regulars,5663,24,1,0,0,0,1,2,3,0,4,9,0,7,7,0.3323,1,7,0,0.303076,0,19.95,139.65,20.95,76.8,7,139.65
Urban Regulars,5664,23,1,0,0,0,1,2,1,10,5,7,29,8,-21,0.1435,0,29,0,0.830655,29,27.46,796.34,0.0,557.44,29,796.34
Rain Riders,5665,32,1,0,1,0,0,2,1,2,6,14,10,4,-6,1.5455,0,10,0,0.480593,10,23.71,237.1,0.0,165.97,10,237.1
Suburban Cash,5666,49,0,0,0,0,0,2,1,3,18,14,0,8,8,0.8643,0,0,0,0.133304,0,38.62,0.0,0.0,0.0,0,0.0
Urban Regulars,5667,25,1,0,0,0,1,2,1,9,5,7,18,8,-10,0.1376,1,8,1,0.797192,8,16.11,128.88,19.33,70.89,8,128.88
Suburban Cash,5668,38,0,1,1,0,1,2,1,7,11,17,7,3,-4,0.6345,1,3,0,0.069542,7,6.77,20.31,3.05,11.17,3,20.31
Suburban Cash,5669,35,0,1,0,0,1,2,1,2,13,19,10,2,-8,0.9228,1,2,0,0.085067,10,45.39,90.78,6.0,57.55,2,90.78
Suburban Cash,5670,34,0,0,1,0,1,2,3,0,13,19,2,1,-1,0.5163,1,1,0,0.009628,2,22.87,22.87,3.0,13.01,1,22.87
Suburban Cash,5671,26,0,0,0,0,0,2,1,0,14,6,0,6,6,1.5663,0,0,0,0.179409,0,27.52,0.0,0.0,0.0,0,0.0
Suburban Cash,5672,35,0,1,0,0,1,2,4,3,11,18,8,1,-7,0.8302,0,8,0,0.128525,8,59.43,475.44,0.0,332.81,8,475.44
Urban Regulars,5673,31,1,0,0,0,1,2,2,0,3,18,12,12,0,0.6394,1,12,0,0.234405,12,10.13,121.56,18.23,66.86,12,121.56
Urban Regulars,5674,40,1,1,0,0,0,1,1,9,4,14,43,1,-42,1.0421,0,43,1,0.882969,1,15.2,653.6,0.0,457.52,43,653.6
Urban Regulars,5675,21,1,0,0,0,0,2,2,8,5,11,10,18,8,1.0156,0,10,1,0.953021,18,7.89,78.9,0.0,55.23,10,78.9
Suburban Card,5676,38,0,0,0,0,0,1,1,6,12,16,5,0,-5,1.0312,1,0,1,0.471555,0,20.62,0.0,0.0,0.0,0,0.0
Urban Regulars,5677,28,1,0,0,0,0,2,1,8,2,4,25,16,-9,0.2531,1,16,1,0.944121,16,8.68,138.88,20.83,76.39,16,138.88
Urban Regulars,5678,26,1,1,0,0,0,2,1,3,2,23,7,4,-3,1.3827,1,4,1,0.893264,4,11.0,44.0,6.6,24.2,4,44.0
Suburban Cash,5679,44,0,0,1,0,0,2,1,3,21,16,2,2,0,0.907,1,2,0,0.046822,2,10.71,21.42,3.21,11.78,2,21.42
Rain Riders,5680,25,1,0,1,0,1,2,1,8,7,17,21,17,-4,0.2334,0,21,0,0.473368,21,10.23,214.83,0.0,150.38,21,214.83
Suburban Card,5681,49,0,0,0,0,0,1,2,0,12,0,0,5,5,1.6205,0,0,0,0.058338,0,57.02,0.0,0.0,0.0,0,0.0
Urban Regulars,5682,21,1,0,0,0,1,2,1,9,5,18,22,4,-18,0.1088,1,4,1,0.834432,4,34.13,136.52,12.0,83.56,4,136.52
